,AMP,Pyruvate,Acetyl-CoA,Glutamate,2OG,Oxaloacetate,Glycine,Succinate,UDP-N-acetylglucosamine,lysine,Aspartate,Glutathione,Arginine,Glutamine,Serine,Methionine,Ornithine,Phenylalanine,Tyrosine,Succinyl-CoA,Cysteine,B-Alanine,Propanoyl-CoA,Glucose-1-phosphate,UMP,Dolichyl phosphate,CDP,Choline,G3P,PRPP,Fumarate,Leucine,IMP,Putrescine,Histidine,GMP,Proline,Malate,Citrate,UDP-glucuronic acid,Valine,Cholesterol,Threonine,3PD,dCMP,Lactate,Hypoxanthine,Glucose,Citrulline,GABA,dTMP,dUMP,Xanthine,Chondroitin,Isoleucine,"(E,E)-Farnesyl-PP",Deoxyadenosine,XMP,G6P,dCDP,Spermine,Argininosuccinate,Dolichyl phosphate D-mannose,AICAR,Fatty Acid,Pyrimidine,(Glc)3 (GlcNAc)2 (Man)9 (Asn)1,(GlcNAc)4 (Man)3 (Asn)1,(Gal)2 (GlcA)1 (Xyl)1 (Ser)1,(Gal)1 (GlcNAc)1 (Man)1 (Ser/Thr)1
C.51,0.008229485,-0.00036424026,0.021489039,-0.015816316,0.0026162108,-0.002717642,-0.014787547,0.016781352,-0.011564227,0.009064287,-0.031623006,-0.0033187917,0.017303992,0.018853711,-0.0061540846,-0.020272166,0.012020181,1.6685575e-05,0.0022379197,0.0063828155,0.0033162478,0.012097547,0.0052744113,-0.008775737,0.0182499,-0.016421901,-0.00643206,-0.02069955,-0.0004010573,-0.019714974,0.022376038,-0.0059505403,0.0034332946,-0.013844399,-0.0032772422,0.010887742,0.0035828035,0.0041158497,0.01504761,-0.010251388,-0.00029296568,-1.7494895e-06,-0.018410787,-0.0012218556,4.3991953e-05,-0.004922867,-0.0036194162,-0.013048327,-2.4843961e-05,0.0045942664,0.004371211,-0.014473781,-0.013415553,-0.017517097,-0.00014154211,-0.014452774,0.020943586,-0.035722323,0.008791674,-0.016073976,0.020253584,-0.006564971,0.0045667216,-0.013079688,-0.0083536655,-0.0001095552,-0.00755994,-0.016641758,-0.0012804903,-0.018092787
B.83,0.00815687,0.0007890351,0.024021305,-0.013733104,0.00876483,-0.0045058113,-0.014814254,0.017023753,-0.011252122,0.008961469,-0.031657152,-0.004550982,0.017303992,0.017678456,-0.0061270744,-0.020741045,0.007486306,1.6685575e-05,0.002217602,0.0072569605,0.0034943558,0.0122156795,0.0048938654,-0.008775737,0.0013977587,-0.017973214,0.005921658,-0.02069955,0.00028705597,-0.019913256,0.022442378,-0.0059939623,0.0057362393,-0.013857762,-0.0034161508,0.010846764,0.0071870964,0.0038914382,0.010900065,-0.010251388,-0.0010451763,-2.4414621e-06,-0.01844211,-0.0012248829,0.00012636557,-0.004922867,-0.0036194162,-0.013048327,-2.5432557e-05,0.0045942664,0.0020126402,-0.01438649,-0.013220467,-0.017507233,-0.00033244025,-0.020467006,0.02271234,-0.03612692,0.007440161,-0.017713968,0.020559117,-0.0065643825,0.00453946,-0.015058711,-0.006740421,-8.8779256e-05,-0.00855197,-0.014835425,-0.0012825765,-0.018065525
E.58,0.0080989525,0.0009923913,0.011497624,-0.009018064,0.012484887,-0.0045647155,-0.014252031,0.016818296,-0.008109139,0.008691944,-0.031717043,-0.010514308,0.017303992,0.018493572,-0.0065613426,-0.021773994,0.0012809876,1.6685575e-05,0.0021971837,0.010890273,0.0038588801,0.012381421,0.0051634572,-0.008775737,-0.003978431,-0.02003697,0.011333156,-0.02069955,0.00047539175,-0.019837648,0.02253449,-0.0059939325,0.0061840266,-0.013874036,-0.003497526,0.01070071,0.013113854,0.003153786,0.0075152367,-0.010251388,-0.0032000034,-1.4677644e-06,-0.01860194,2.4784356e-05,0.00012043491,-0.004922867,-0.0036194162,-0.013048327,-2.6494265e-05,0.0045942664,0.00045880675,-0.014391124,-0.013319619,-0.017309666,-0.0011551473,-0.008964966,0.023569288,-0.036105968,0.002360057,-0.017918576,0.021248087,-0.0065633208,0.004527636,-0.0151990205,-0.005957052,-0.0001731459,-0.008540362,-0.009922959,-0.0015191548,-0.018053701
B.84,0.008087568,0.00030154362,0.022035852,-0.01224637,0.0059451396,-0.002350403,-0.01460531,0.016798265,-0.010545211,0.0087421015,-0.031679478,-0.0065151476,0.017303992,0.017960677,-0.0063358936,-0.021277428,0.0077252276,1.6685575e-05,0.0022084303,0.009279253,0.0036041168,0.012388287,0.005357366,-0.008775737,-0.0009998381,-0.018562105,0.007913385,-0.02069955,0.0009073615,-0.020103276,0.02246638,-0.0059733093,0.0062698573,-0.013861335,-0.0035896003,0.010875154,0.007244764,0.0037970394,0.010904148,-0.010251388,-0.002116242,-1.8167775e-06,-0.018643513,-0.0010441742,0.00012709573,-0.004922867,-0.0036194162,-0.013048327,-2.5823712e-05,0.0045942664,0.0006714016,-0.014385194,-0.013204165,-0.01748474,-0.00050287414,-0.014829345,0.023535999,-0.036094226,0.005983647,-0.017995153,0.020899728,-0.0065639913,0.0045830384,-0.015397206,-0.007849976,-8.793734e-05,-0.008404866,-0.013058029,-0.0013055019,-0.018109104
A.118,0.008161575,0.00053145364,0.015763283,-0.01199466,0.00859999,-0.0024781954,-0.014568854,0.016904395,-0.010984199,0.008626424,-0.03168491,-0.0066364207,0.017303992,0.017925004,-0.006371744,-0.02153869,0.0058538113,1.6685575e-05,0.0022146963,0.01009714,0.0037420085,0.012574995,0.0051849745,-0.008775737,-0.0015129149,-0.018565271,0.0071368776,-0.02069955,5.9224665e-05,-0.019822873,0.022468142,-0.0059765875,0.006270781,-0.013855574,-0.003663823,0.010837343,0.008814363,0.0034822375,0.008586243,-0.010251388,-0.0025137304,-1.3988465e-06,-0.01865597,-0.0005951158,0.00015717372,-0.004922867,-0.0036194162,-0.013048327,-2.592057e-05,0.0045942664,0.0016646981,-0.014360718,-0.013179995,-0.017310366,-0.00061411783,-0.009320933,0.022760833,-0.036206044,0.0066433065,-0.017998297,0.02107267,-0.0065638945,0.004583746,-0.015493527,-0.0073780417,-0.00020042248,-0.008434132,-0.013935037,-0.0015153103,-0.018109811
D.44,0.008185845,0.001923997,0.004741989,-0.010628313,0.007100896,-0.005958928,-0.014602413,0.016786307,-0.010888355,0.00872498,-0.031693585,-0.008008935,0.017303992,0.0178599,-0.0063095707,-0.021787494,-0.0015551113,1.6685575e-05,0.002209127,0.009542109,0.004193832,0.012563834,0.0050479136,-0.008775737,-0.002251327,-0.019448532,0.009760167,-0.02069955,0.0011361912,-0.019943051,0.022483923,-0.0059909523,0.0060389936,-0.013858459,-0.0036067814,0.010794602,0.015102802,0.0033426732,0.01440464,-0.010251388,-0.002499008,-1.7385464e-06,-0.01853548,-0.0007874053,0.00012445077,-0.004922867,-0.0036194162,-0.013048327,-2.6073307e-05,0.0045942664,0.002087772,-0.014388293,-0.013281889,-0.017244741,-0.000695792,-0.0066756206,0.022515012,-0.036094077,0.0055224113,-0.01758359,0.02116017,-0.0065637417,0.00441885,-0.015218869,-0.0026254505,-0.00024630316,-0.008050829,-0.011665858,-0.0015946887,-0.017944915
B.85,0.008177273,0.0006325133,-0.0015294552,-0.011365712,0.009628684,-0.0049343538,-0.014618745,0.017031956,-0.0077019203,0.008873157,-0.03170457,-0.006968506,0.017303992,0.017596701,-0.0063018054,-0.021563783,0.0014842078,1.6685575e-05,0.0022272542,0.01019202,0.004142848,0.012319708,0.0049551986,-0.008775737,-0.0018758774,-0.018441899,0.008039217,-0.02069955,0.0019797683,-0.01975751,0.022474542,-0.006013125,0.0061517507,-0.013828526,-0.003512919,0.010692336,0.013233183,0.003359601,0.01089929,-0.010251388,-0.003031054,-1.4377292e-06,-0.018512234,-0.00044107402,0.00015257671,-0.004922867,-0.0036194162,-0.013048327,-2.6270747e-05,0.0045942664,0.0023039877,-0.014364965,-0.013218589,-0.01762119,-0.0011667181,0.0026991414,0.022473635,-0.036284424,0.0010445677,-0.017853435,0.02109392,-0.0065635443,0.00443881,-0.015363112,-0.004908666,-9.603985e-05,-0.01029335,-0.012477808,-0.0012001954,-0.017964875
B.86,0.008146554,0.00095893815,0.0014258549,-0.011775583,0.0095125,-0.0038678925,-0.014441108,0.016909435,-0.009258317,0.0088024065,-0.031704843,-0.007650145,0.017303992,0.018448802,-0.0064202715,-0.022052735,0.004015889,1.6685575e-05,0.0022042356,0.008949326,0.0039100545,0.012479985,0.0051609837,-0.008775737,-0.006194353,-0.019537028,0.012869541,-0.02069955,0.0007623136,-0.01978504,0.022499721,-0.005969584,0.0060382113,-0.013850017,-0.0035194308,0.010757178,0.010522125,0.0030038655,0.0100529045,-0.010251388,-0.0017152815,-1.2782402e-06,-0.018581614,-0.00035166508,0.00014715269,-0.004922867,-0.0036194162,-0.013048327,-2.6274472e-05,0.0045942664,0.0014587194,-0.014369793,-0.013329364,-0.017197669,-0.0007080268,-0.0007637106,0.022959286,-0.036047705,0.003437426,-0.017899122,0.02146925,-0.0065635405,0.0044135526,-0.015069321,-0.0038750023,-0.00024980493,-0.0118024945,-0.010229163,-0.0016393177,-0.017939618
B.87,0.0081848465,0.0010173507,0.007257737,-0.010198951,0.0075208554,-0.007878004,-0.014348777,0.016864084,-0.010281684,0.008764707,-0.031693466,-0.008875933,0.017303992,0.01814718,-0.0064758714,-0.021437794,0.0021339022,1.6685575e-05,0.0022069663,0.008888116,0.0040227333,0.012572916,0.005125787,-0.008775737,-0.0040433705,-0.018935656,0.010065962,-0.02069955,0.0016248077,-0.019784793,0.022489656,-0.00597474,0.006221935,-0.013857736,-0.0036282986,0.010793366,0.012402115,0.003078699,0.016030267,-0.010251388,-0.0019550263,-1.9334257e-06,-0.018571153,-0.00055121817,0.00015878305,-0.004922867,-0.0036194162,-0.013048327,-2.6073307e-05,0.0045942664,0.0024698824,-0.014360301,-0.01318524,-0.017518409,-0.0004735319,-0.009940514,0.02245867,-0.036253788,0.0038400255,-0.017752249,0.021043345,-0.0065637417,0.004456371,-0.015338853,-0.0042813867,-0.00023386814,-0.008322895,-0.012278385,-0.0013173856,-0.017982436
E.59,0.008146048,0.0008708276,0.0030675977,-0.011088908,0.007927925,-0.004405124,-0.014390605,0.016863108,-0.008290784,0.008822456,-0.031711973,-0.008693051,0.017303992,0.018965164,-0.0064522736,-0.022252977,0.005124431,1.6685575e-05,0.0021687075,0.009373365,0.0039189914,0.012522364,0.0053048246,-0.008775737,-0.0019245446,-0.019517686,0.009154487,-0.02069955,0.0010903627,-0.0195923,0.02253713,-0.005963981,0.0054614693,-0.013902037,-0.0035379678,0.010811076,0.009521214,0.0034292787,0.011580035,-0.010251388,-0.0018293499,-1.697801e-06,-0.018611088,5.1986426e-05,0.00012487546,-0.004922867,-0.0036194162,-0.013048327,-2.6401132e-05,0.0045942664,0.0014790893,-0.014387466,-0.013367571,-0.017124385,-0.00081269257,-0.0026471363,0.022957439,-0.035931386,0.0017048679,-0.017731678,0.021597877,-0.006563414,0.0045666024,-0.014659032,-0.0037353486,-0.0002736468,-0.009360075,-0.011058308,-0.0017128848,-0.018092668
B.88,0.008206401,0.00063786283,-0.0050939843,-0.0128619075,0.0071767205,-0.015713004,-0.014740964,0.016814344,-0.010759475,0.008943565,-0.03167966,-0.004448869,0.017303992,0.016732858,-0.0061919447,-0.022113383,0.006718902,1.6685575e-05,0.0022046082,0.0072953533,0.0045508267,0.012491716,0.005174827,-0.008775737,0.00016564131,-0.02072779,0.0045852847,-0.02069955,0.00025499612,-0.019784003,0.022475421,-0.0059697926,0.0052040294,-0.013905571,-0.0036954433,0.010878876,0.008131294,0.0036056042,0.0239373,-0.010251388,-0.0011200993,-3.96464e-06,-0.018484578,-0.0007889811,0.00018727407,-0.004922867,-0.0036194162,-0.013048327,-2.5827438e-05,0.0045942664,0.0033869445,-0.014338486,-0.013280876,-0.017574757,-0.000234317,-0.0076408545,0.021954587,-0.035964735,0.006321948,-0.017800573,0.02141507,-0.0065639876,0.0044520646,-0.014560208,-0.0017109662,-8.552335e-05,-0.003460586,-0.008946247,-0.0013345294,-0.01797813
A.119,0.00819312,-4.6979636e-05,0.015914313,-0.009241462,0.0087473625,-0.0015413892,-0.014440415,0.016766295,-0.011709752,0.008710496,-0.03162998,-0.008329898,0.017303992,0.016871633,-0.006444443,-0.020956412,0.008771835,1.6685575e-05,0.0021464154,0.008713959,0.00364763,0.0123486165,0.0051877312,-0.008775737,0.0033052564,-0.019458858,0.0049346723,-0.02069955,-0.0010804757,-0.019990012,0.022485312,-0.005986899,0.0054464564,-0.013864593,-0.0035180002,0.010871436,0.006925313,0.0030282587,0.0084631,-0.010251388,-0.0018062382,-5.115755e-06,-0.018582419,-0.00021619629,9.872764e-05,-0.004922867,-0.0036194162,-0.013048327,-2.496317e-05,0.0045942664,0.003040582,-0.014410585,-0.013289966,-0.017232582,-0.00057220086,-0.01779316,0.022075692,-0.035968788,0.007995155,-0.017219402,0.020712659,-0.006564852,0.0045956336,-0.014731184,0.0013545901,-0.0001198668,-0.0041858256,-0.012023605,-0.0015751533,-0.018121699
C.52,0.0081937425,0.0011387952,0.012715869,-0.013332397,0.00632063,-0.004506139,-0.014573464,0.01676808,-0.0110738,0.008988649,-0.03167975,-0.006206189,0.017303992,0.019092815,-0.006343648,-0.021379873,0.004514545,1.6685575e-05,0.0022158287,0.007013509,0.0036517652,0.0120366085,0.0052635483,-0.008775737,0.0056996346,-0.01873224,0.0024129488,-0.02069955,-0.0005850047,-0.019575365,0.02245843,-0.005962342,0.0044681206,-0.013848829,-0.0032253265,0.010832544,0.009638159,0.0039028823,0.013309225,-0.010251388,-0.0007422506,-1.8130522e-06,-0.018469736,-0.00021596253,0.000105038285,-0.004922867,-0.0036194162,-0.013048327,-2.5827438e-05,0.0045942664,0.003083557,-0.014405005,-0.013371743,-0.017453015,-0.00030745426,-0.010709722,0.02209316,-0.03589905,0.0070069246,-0.01726184,0.020978555,-0.0065639876,0.0043488145,-0.013972625,-0.0050252527,-0.00010053255,-0.0089601725,-0.011958756,-0.0013305508,-0.01787488
A.120,0.008185472,0.00040750578,0.016436916,-0.013314784,0.004111075,-0.002691431,-0.014377924,0.016993817,-0.010153415,0.008930095,-0.031613544,-0.007447329,0.017303992,0.02019711,-0.006414855,-0.021543384,0.008551903,1.6685575e-05,0.0022278577,0.007545827,0.0037999535,0.012259403,0.005156588,-0.008775737,0.007447988,-0.017497348,0.0014159419,-0.02069955,-0.00030113757,-0.019417368,0.022383705,-0.005956799,0.004372187,-0.013875092,-0.0034243464,0.010869503,0.006596146,0.0037565678,0.013688803,-0.010251388,-0.0009708344,-1.5925616e-06,-0.018542841,-0.00018981611,8.562207e-05,-0.004922867,-0.0036194162,-0.013048327,-2.4680048e-05,0.0045942664,0.0027400553,-0.014423251,-0.0133873,-0.017559186,-0.000423857,-0.0101797655,0.022379903,-0.035814263,0.0053364746,-0.017136768,0.021165594,-0.006565135,0.004541129,-0.013883695,-0.0075010657,-0.00012430735,-0.008329898,-0.01421579,-0.0012003891,-0.018067194
E.60,0.008197177,0.0008607991,0.010850221,-0.011426806,0.006771066,-0.0062884223,-0.014457734,0.017149404,-0.009837823,0.008236527,-0.031690218,-0.0071624634,0.017303992,0.017828653,-0.0064052753,-0.02167882,0.0023393724,1.6685575e-05,0.002207853,0.013708828,0.0039131725,0.012594575,0.004854854,-0.008775737,0.00079986453,-0.019015864,0.006411206,-0.02069955,0.0020443425,-0.019876383,0.022478458,-0.006005138,0.005819127,-0.013878849,-0.0036574602,0.010848783,0.012138007,0.003212735,0.013808027,-0.010251388,-0.004980886,-2.6123598e-06,-0.018719986,-0.000617492,0.00012272969,-0.004922867,-0.0036194162,-0.013048327,-2.6013702e-05,0.0045942664,0.002645284,-0.014389142,-0.013254918,-0.017499365,-0.0010691974,-0.013380002,0.022201097,-0.036068536,0.0034067295,-0.017466161,0.021157995,-0.0065638013,0.004457563,-0.015064821,-0.0018196255,-0.0002263654,-0.0067258775,-0.0121194795,-0.0013769604,-0.017983628
A.121,0.008177724,0.00070503727,0.014365509,-0.013487399,0.0073123807,-0.0074672233,-0.014482684,0.0170125,-0.008530902,0.008788466,-0.031707272,-0.005174896,0.017303992,0.01806471,-0.006449105,-0.021104872,0.0054338677,1.6685575e-05,0.0021985248,0.008893838,0.0035752682,0.012211615,0.0048291795,-0.008775737,0.0051994324,-0.01848301,0.004460167,-0.02069955,0.0010323972,-0.019842587,0.022508014,-0.0059969127,0.005192481,-0.013872651,-0.0033031106,0.010870613,0.00900027,0.00387533,0.015250251,-0.010251388,-0.002121666,-1.2086239e-06,-0.018504366,-0.0009314101,7.293001e-05,-0.004922867,-0.0036194162,-0.013048327,-2.6319176e-05,0.0045942664,0.002398625,-0.014436707,-0.01335106,-0.0174371,-0.000601592,-0.012474923,0.022393076,-0.03587196,0.0038154982,-0.01707301,0.020823017,-0.006563496,0.0043589696,-0.014531061,-0.0075456947,-0.00019775517,-0.0070613623,-0.013297908,-0.0013862364,-0.017885035
C.53,0.008212239,0.0005156137,0.019529186,-0.014248058,0.005354927,-0.0053019505,-0.014657505,0.017004069,-0.010495903,0.0088927075,-0.03166877,-0.004159248,0.017303992,0.017991992,-0.006281497,-0.020834327,0.0064374115,1.6685575e-05,0.002223067,0.007930582,0.0034773601,0.012182148,0.0051010214,-0.008775737,0.00917989,-0.017760634,0.00038167462,-0.02069955,0.0003427714,-0.019719996,0.022439986,-0.005971253,0.004755877,-0.0138577605,-0.003330946,0.01088788,0.008236853,0.003874898,0.014930055,-0.010251388,-0.0013465672,-1.8109567e-06,-0.018544897,-0.0010710335,7.4137e-05,-0.004922867,-0.0036194162,-0.013048327,-2.5637448e-05,0.0045942664,0.0032458603,-0.014435358,-0.013325103,-0.017453015,-0.0003949809,-0.016199365,0.021892631,-0.035867877,0.006646123,-0.016865086,0.020613685,-0.0065641776,0.0045579374,-0.014271006,-0.0071048737,-0.00014045276,-0.007629037,-0.01395271,-0.0013638698,-0.018084003
A.122,0.008195501,0.0005709417,0.0054108687,-0.013788044,0.010279992,-0.0057435613,-0.014669411,0.01673112,-0.011296364,0.008445695,-0.031637773,-0.004256001,0.017303992,0.017321737,-0.0062707365,-0.02163902,0.0034716274,1.6685575e-05,0.0022245012,0.009229714,0.0052588684,0.012568405,0.005174648,-0.008775737,0.004720032,-0.017852325,0.0046374463,-0.02069955,0.00035185367,-0.019764729,0.022425119,-0.0059818625,0.006308727,-0.013861868,-0.003778249,0.010854386,0.011176614,0.00376001,0.009906426,-0.010251388,-0.0020755618,-2.858229e-06,-0.01865454,-0.0011102036,7.864088e-05,-0.004922867,-0.0036194162,-0.013048327,-2.509728e-05,0.0045942664,0.002905324,-0.014430612,-0.013132669,-0.017666318,-0.0004190514,-0.0039312122,0.02220012,-0.036250867,0.007085573,-0.01705525,0.021161512,-0.0065647177,0.0042883754,-0.0155157,-0.004962519,-7.9406425e-05,-0.004390478,-0.014250897,-0.0011719652,-0.01781444
C.54,0.008203588,0.0003460832,0.025148235,-0.014101669,0.0052212114,-0.004614843,-0.01470881,0.016980916,-0.010524558,0.008951932,-0.031660426,-0.0040854723,0.017303992,0.017816806,-0.0062310807,-0.020691976,0.008007679,1.6685575e-05,0.0022225417,0.0072920565,0.0034573255,0.012190836,0.0050793104,-0.008775737,0.01106894,-0.017476667,-0.0011295713,-0.02069955,0.00019481778,-0.019718096,0.022429783,-0.0059752464,0.0046003163,-0.013848416,-0.003365904,0.010892767,0.0068761986,0.0040157586,0.014367521,-0.010251388,-0.00097391894,-1.5227706e-06,-0.01849471,-0.0011004838,7.035211e-05,-0.004922867,-0.0036194162,-0.013048327,-2.5488436e-05,0.0045942664,0.0031140298,-0.014439754,-0.0132925585,-0.017555274,-0.0003105125,-0.019848347,0.022029521,-0.035900094,0.0069068335,-0.016869646,0.020503238,-0.0065643266,0.004587844,-0.014159545,-0.008394256,-0.00011418201,-0.0068412125,-0.01468005,-0.0012229867,-0.01811391
A.123,0.008134246,0.0010221489,0.026185147,-0.014046237,0.0070794905,-0.0059920233,-0.0146756265,0.016895466,-0.0123213995,0.008813776,-0.03170017,-0.004337747,0.017303992,0.017692203,-0.0062654316,-0.020965844,0.0048318356,1.6685575e-05,0.002219919,0.008559013,0.0035486976,0.012194993,0.005168315,-0.008775737,0.0007593632,-0.01799679,0.0075828023,-0.02069955,0.00014409423,-0.020100877,0.022479352,-0.0059900284,0.0061409175,-0.01383442,-0.0033887923,0.010869227,0.009478031,0.0040127933,0.013634995,-0.010251388,-0.0019111871,-2.0312145e-06,-0.0185747,-0.0010515163,0.00010662153,-0.004922867,-0.0036194162,-0.013048327,-2.6192516e-05,0.0045942664,0.0013734698,-0.014404014,-0.013196565,-0.017369859,-0.00041923858,-0.022239145,0.023038292,-0.03612063,0.00860789,-0.017663766,0.020718828,-0.0065636225,0.004567191,-0.015377298,-0.008293852,-9.545125e-05,-0.007142812,-0.014483832,-0.0014406927,-0.018093256
A.124,0.008188561,0.0008093156,0.012118056,-0.011450589,0.005888232,-0.005858047,-0.014576806,0.01709558,-0.009151803,0.008507833,-0.031679995,-0.007210553,0.017303992,0.017921368,-0.0063386373,-0.021447808,0.001953138,1.6685575e-05,0.0022125356,0.010497125,0.0038537504,0.012581946,0.005005356,-0.008775737,0.00042173266,-0.018486854,0.006931599,-0.02069955,0.0015813485,-0.019843765,0.022466142,-0.005979389,0.0059712976,-0.013875962,-0.0036702007,0.010840699,0.012522398,0.0033199042,0.014525428,-0.010251388,-0.0026720404,-2.5527552e-06,-0.018688217,-0.00053805485,0.000120114535,-0.004922867,-0.0036194162,-0.013048327,-2.5834888e-05,0.0045942664,0.0024685562,-0.014391437,-0.013231285,-0.017446652,-0.00056649325,-0.013103063,0.022350112,-0.03611932,0.0030891858,-0.017497163,0.020998046,-0.00656398,0.0045581236,-0.01518549,-0.003238991,-0.00020099618,-0.009328663,-0.012555309,-0.0014173798,-0.018084189
B.89,0.008199818,0.00067522004,0.01897996,-0.009936422,0.010654011,-0.0030989926,-0.014587345,0.016936012,-0.007780509,0.008604594,-0.03164205,-0.008093562,0.017303992,0.017374517,-0.006353298,-0.020829827,0.0016945042,1.6685575e-05,0.002158083,0.00887874,0.0039177244,0.012251349,0.00500324,-0.008775737,-0.0014765859,-0.019696984,0.005948577,-0.02069955,0.0030810311,-0.020095944,0.022477537,-0.005995512,0.0057458207,-0.013815335,-0.003453374,0.010829013,0.012951968,0.0036652684,0.00735043,-0.010251388,-0.001929441,-4.7865324e-06,-0.018604979,-0.00046963058,0.00019387528,-0.004922867,-0.0036194162,-0.013048327,-2.5171787e-05,0.0045942664,0.0030076653,-0.014333583,-0.013223179,-0.017776802,-0.00058144145,-0.021019522,0.022196697,-0.03614933,0.0005210154,-0.017946053,0.02058427,-0.0065646432,0.004617568,-0.015018597,0.00088219345,-8.722581e-05,-0.008681297,-0.011401109,-0.0010517351,-0.018143633
C.55,0.008221272,-0.00018335506,0.020874493,-0.015073761,0.003907022,-0.0034734886,-0.014716558,0.016763814,-0.011635633,0.00905367,-0.0316271,-0.0037156246,0.017303992,0.01848154,-0.006224785,-0.020514518,0.009850157,1.6685575e-05,0.0022346377,0.0065747034,0.003356846,0.012173923,0.0053058676,-0.008775737,0.014088362,-0.016106412,-0.0038130619,-0.02069955,-0.00054755807,-0.019685082,0.022383347,-0.005952418,0.0037242845,-0.013847413,-0.0032868385,0.01087407,0.0055244844,0.004034579,0.014589474,-0.010251388,-0.00033756485,-2.3527537e-06,-0.018427387,-0.0010919308,6.303191e-05,-0.004922867,-0.0036194162,-0.013048327,-2.4914742e-05,0.0045942664,0.0037988871,-0.014448047,-0.013404198,-0.017339319,-0.00015654042,-0.015893446,0.02142181,-0.035776295,0.008859757,-0.016540676,0.020414993,-0.0065649003,0.004557088,-0.013344511,-0.0070434064,-0.00017633475,-0.0070913583,-0.017493598,-0.0014686696,-0.018083153
