"Ligand","Receptor","Annotation","Reference"
"Thbs1","Itgb1","Secreted Signaling","NicheNet_v2_omnipath"
"Thbs1","Itgb3","Secreted Signaling","NicheNet_v2_omnipath"
"Thbs1","Lrp1","Secreted Signaling","NicheNet_v2_omnipath"
"Thbs1","Lrp5","Secreted Signaling","NicheNet_v2_omnipath"
"Thbs1","Sdc1","Secreted Signaling","NicheNet_v2_omnipath"
"Thbs1","Sdc4","Secreted Signaling","NicheNet_v2_omnipath"
"Thbs1","Tnfrsf11b","Secreted Signaling","NicheNet_v2_omnipath"
"Thbs2","Cd36","Secreted Signaling","NicheNet_v2_omnipath"
"Thbs2","Cd47","Secreted Signaling","NicheNet_v2_omnipath"
"Thbs2","Itga3","Secreted Signaling","NicheNet_v2_omnipath"
"Thbs2","Itga4","Secreted Signaling","NicheNet_v2_omnipath"
"Thbs2","Itga6","Secreted Signaling","NicheNet_v2_omnipath"
"Thbs2","Itgb1","Secreted Signaling","NicheNet_v2_omnipath"
"Thbs2","Itgb3","Secreted Signaling","NicheNet_v2_omnipath"
"Thbs2","Lrp2","Secreted Signaling","NicheNet_v2_omnipath"
"Thbs2","Lrp4","Secreted Signaling","NicheNet_v2_omnipath"
"Thbs2","Notch3","Secreted Signaling","NicheNet_v2_omnipath"
"Thbs2","Notch4","Secreted Signaling","NicheNet_v2_omnipath"
"Thbs2","Sdc1","Secreted Signaling","NicheNet_v2_omnipath"
"Thbs4","Cd36","Secreted Signaling","NicheNet_v2_omnipath"
"Thbs4","Cd47","Secreted Signaling","NicheNet_v2_omnipath"
"Thbs4","Itga3","Secreted Signaling","NicheNet_v2_omnipath"
"Thbs4","Itgav","Secreted Signaling","NicheNet_v2_omnipath"
"Thbs4","Itgb1","Secreted Signaling","NicheNet_v2_omnipath"
"Thbs4","Itgb3","Secreted Signaling","NicheNet_v2_omnipath"
"Thbs4","Sdc1","Secreted Signaling","NicheNet_v2_omnipath"
"Thbs4","Sdc4","Secreted Signaling","NicheNet_v2_omnipath"
"Thpo","Mpl","Secreted Signaling","NicheNet_v2_omnipath"
"Thy1","Cntn1","Secreted Signaling","NicheNet_v2_omnipath"
"Thy1","Itgam","Secreted Signaling","NicheNet_v2_omnipath"
"Thy1","Gm49368","Secreted Signaling","NicheNet_v2_omnipath"
"Thy1","Itgav","Secreted Signaling","NicheNet_v2_omnipath"
"Thy1","Itgax","Secreted Signaling","NicheNet_v2_omnipath"
"Thy1","Itgb2","Secreted Signaling","NicheNet_v2_omnipath"
"Thy1","Itgb2l","Secreted Signaling","NicheNet_v2_omnipath"
"Thy1","Itgb3","Secreted Signaling","NicheNet_v2_omnipath"
"Tigit","Nectin2","Secreted Signaling","NicheNet_v2_omnipath"
"Tigit","Nectin3","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Tigit","Nectin4","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Tigit","Pvr","Secreted Signaling","NicheNet_v2_omnipath"
"Tigit","Reck","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Tigit","Sirpa","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Timd2","Cd300lb","Secreted Signaling","NicheNet_v2_omnipath"
"Timd2","Igsf21","Secreted Signaling","NicheNet_v2_omnipath"
"Timd2","Siglec1","Secreted Signaling","NicheNet_v2_omnipath"
"Timd2","Timd4","Secreted Signaling","NicheNet_v2_omnipath"
"Timd4","Havcr1","Secreted Signaling","NicheNet_v2_omnipath"
"Timd4","Gm12169","Secreted Signaling","NicheNet_v2_omnipath"
"Timd4","BC053393","Secreted Signaling","NicheNet_v2_omnipath"
"Timd4","Timd2","Secreted Signaling","NicheNet_v2_omnipath"
"Timd4","Siglece","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Timp1","Cd63","Secreted Signaling","NicheNet_v2_omnipath"
"Timp1","Fgfr2","Secreted Signaling","NicheNet_v2_omnipath"
"Timp1","Mmp1a","Secreted Signaling","NicheNet_v2_omnipath"
"Timp1","Mmp1b","Secreted Signaling","NicheNet_v2_omnipath"
"Timp1","Mmp2","Secreted Signaling","NicheNet_v2_omnipath"
"Timp1","Mmp9","Secreted Signaling","NicheNet_v2_omnipath"
"Timp2","Cd44","Secreted Signaling","NicheNet_v2_omnipath"
"Timp2","Itga3","Secreted Signaling","NicheNet_v2_omnipath"
"Timp2","Itgb1","Secreted Signaling","NicheNet_v2_omnipath"
"Timp2","Lrp2","Secreted Signaling","NicheNet_v2_omnipath"
"Timp2","Mmp2","Secreted Signaling","NicheNet_v2_omnipath"
"Timp3","Adam17","Secreted Signaling","NicheNet_v2_omnipath"
"Timp3","Adamts4","Secreted Signaling","NicheNet_v2_omnipath"
"Timp3","Agtr2","Secreted Signaling","NicheNet_v2_omnipath"
"Timp3","Cd44","Secreted Signaling","NicheNet_v2_omnipath"
"Timp3","Ddr1","Secreted Signaling","NicheNet_v2_omnipath"
"Timp3","Kdr","Secreted Signaling","NicheNet_v2_omnipath"
"Timp3","Met","Secreted Signaling","NicheNet_v2_omnipath"
"Timp3","Mmp14","Secreted Signaling","NicheNet_v2_omnipath"
"Timp3","Mmp2","Secreted Signaling","NicheNet_v2_omnipath"
"Timp3","Mmp9","Secreted Signaling","NicheNet_v2_omnipath"
"Tmem190","Igsf11","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Tmprss6","Hjv","Secreted Signaling","NicheNet_v2_omnipath"
"Tnc","Cntn1","Secreted Signaling","NicheNet_v2_omnipath"
"Tnc","Egfr","Secreted Signaling","NicheNet_v2_omnipath"
"Tnc","Itga5","Secreted Signaling","NicheNet_v2_omnipath"
"Tnc","Itga7","Secreted Signaling","NicheNet_v2_omnipath"
"Tnc","Itga8","Secreted Signaling","NicheNet_v2_omnipath"
"Tnc","Itga9","Secreted Signaling","NicheNet_v2_omnipath"
"Tnc","Itgav","Secreted Signaling","NicheNet_v2_omnipath"
"Tnc","Itgb1","Secreted Signaling","NicheNet_v2_omnipath"
"Tnc","Itgb3","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Tnc","Itgb6","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Tnc","Ptprb","Secreted Signaling","NicheNet_v2_omnipath"
"Tnc","Ptprz1","Secreted Signaling","NicheNet_v2_omnipath"
"Tnc","Sdc1","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Tnf","Ltbr","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Tnf","Tnfrsf1a","Secreted Signaling","NicheNet_v2_omnipath"
"Tnf","Tnfrsf1b","Secreted Signaling","NicheNet_v2_omnipath"
"Tnf","Tnfrsf21","Secreted Signaling","NicheNet_v2_omnipath"
"Tnf","Traf2","Secreted Signaling","NicheNet_v2_omnipath"
"Tnfrsf14","Btla","Secreted Signaling","NicheNet_v2_omnipath"
"Tnfrsf14","Cd160","Secreted Signaling","NicheNet_v2_omnipath"
"Tnfrsf14","Lrfn5","Secreted Signaling","NicheNet_v2_omnipath"
"Tnfrsf14","Traf2","Secreted Signaling","NicheNet_v2_omnipath"
"Tnfsf10","Tnfrsf10b","Secreted Signaling","NicheNet_v2_omnipath"
"Tnfsf10","Tnfrsf22","Secreted Signaling","NicheNet_v2_omnipath"
"Tnfsf10","Tnfrsf26","Secreted Signaling","NicheNet_v2_omnipath"
"Tnfsf10","Tnfrsf23","Secreted Signaling","NicheNet_v2_omnipath"
"Tnfsf10","Tnfrsf11b","Secreted Signaling","NicheNet_v2_omnipath"
"Tnfsf11","Tnfrsf11a","Secreted Signaling","NicheNet_v2_omnipath"
"Tnfsf11","Tnfrsf11b","Secreted Signaling","NicheNet_v2_omnipath"
"Tnfsf12","Cd163","Secreted Signaling","NicheNet_v2_omnipath"
"Tnfsf12","Tnfrsf12a","Secreted Signaling","NicheNet_v2_omnipath"
"Tnfsf12","Tnfrsf25","Secreted Signaling","NicheNet_v2_omnipath"
"Tnfsf12","Tnfrsf8","Secreted Signaling","NicheNet_v2_omnipath"
"Tnfsf13","Fas","Secreted Signaling","NicheNet_v2_omnipath"
"Tnfsf13","Sdc2","Secreted Signaling","NicheNet_v2_omnipath"
"Tnfsf13","Tnfrsf11b","Secreted Signaling","NicheNet_v2_omnipath"
"Tnfsf13","Tnfrsf13b","Secreted Signaling","NicheNet_v2_omnipath"
"Tnfsf13","Tnfrsf14","Secreted Signaling","NicheNet_v2_omnipath"
"Tnfsf13","Tnfrsf17","Secreted Signaling","NicheNet_v2_omnipath"
"Tnfsf13","Tnfrsf1a","Secreted Signaling","NicheNet_v2_omnipath"
"Tnfsf13b","Tnfrsf13b","Secreted Signaling","NicheNet_v2_omnipath"
"Tnfsf13b","Tnfrsf13c","Secreted Signaling","NicheNet_v2_omnipath"
"Tnfsf13b","Tnfrsf17","Secreted Signaling","NicheNet_v2_omnipath"
"Tnfsf14","Ltbr","Secreted Signaling","NicheNet_v2_omnipath"
"Tnfsf14","Tnfrsf14","Secreted Signaling","NicheNet_v2_omnipath"
"Tnfsf15","Tnfrsf25","Secreted Signaling","NicheNet_v2_omnipath"
"Tnfsf18","Tnfrsf18","Secreted Signaling","NicheNet_v2_omnipath"
"Tnfsf4","Tnfrsf4","Secreted Signaling","NicheNet_v2_omnipath"
"Tnfsf4","Traf2","Secreted Signaling","NicheNet_v2_omnipath"
"Tnfsf8","Tnfrsf8","Secreted Signaling","NicheNet_v2_omnipath"
"Tnfsf9","Fcrl1","Secreted Signaling","NicheNet_v2_omnipath"
"Tnfsf9","Pvr","Secreted Signaling","NicheNet_v2_omnipath"
"Tnfsf9","Tnfrsf9","Secreted Signaling","NicheNet_v2_omnipath"
"Tnfsf9","Traf2","Secreted Signaling","NicheNet_v2_omnipath"
"Tnn","Itga2b","Secreted Signaling","NicheNet_v2_omnipath"
"Tnn","Itga8","Secreted Signaling","NicheNet_v2_omnipath"
"Tnn","Itga9","Secreted Signaling","NicheNet_v2_omnipath"
"Tnn","Itgav","Secreted Signaling","NicheNet_v2_omnipath"
"Tnn","Itgb1","Secreted Signaling","NicheNet_v2_omnipath"
"Tnn","Itgb3","Secreted Signaling","NicheNet_v2_omnipath"
"Tnn","Itgb6","Secreted Signaling","NicheNet_v2_omnipath"
"Tnn","Sdc1","Secreted Signaling","NicheNet_v2_omnipath"
"Tnn","Sdc4","Secreted Signaling","NicheNet_v2_omnipath"
"Tnr","Itga2b","Secreted Signaling","NicheNet_v2_omnipath"
"Tnr","Itga8","Secreted Signaling","NicheNet_v2_omnipath"
"Tnr","Itga9","Secreted Signaling","NicheNet_v2_omnipath"
"Tnr","Itgav","Secreted Signaling","NicheNet_v2_omnipath"
"Tnr","Itgb1","Secreted Signaling","NicheNet_v2_omnipath"
"Tnr","Itgb3","Secreted Signaling","NicheNet_v2_omnipath"
"Tnr","Itgb6","Secreted Signaling","NicheNet_v2_omnipath"
"Tnr","Sdc1","Secreted Signaling","NicheNet_v2_omnipath"
"Tnr","Sdc4","Secreted Signaling","NicheNet_v2_omnipath"
"Tnxb","Itga2b","Secreted Signaling","NicheNet_v2_omnipath"
"Tnxb","Itga8","Secreted Signaling","NicheNet_v2_omnipath"
"Tnxb","Itga9","Secreted Signaling","NicheNet_v2_omnipath"
"Tnxb","Itgav","Secreted Signaling","NicheNet_v2_omnipath"
"Tnxb","Itgb1","Secreted Signaling","NicheNet_v2_omnipath"
"Tnxb","Itgb3","Secreted Signaling","NicheNet_v2_omnipath"
"Tnxb","Itgb6","Secreted Signaling","NicheNet_v2_omnipath"
"Tnxb","Sdc1","Secreted Signaling","NicheNet_v2_omnipath"
"Tnxb","Sdc4","Secreted Signaling","NicheNet_v2_omnipath"
"Tph1","Htr1a","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Tph1","Htr1b","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Tph1","Htr1d","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Tph1","Htr1f","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Tph1","Htr2a","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Tph1","Htr2b","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Tph1","Htr2c","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Tph1","Htr4","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Tph1","Htr5a","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Tph1","Htr6","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Tph1","Htr7","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Tpo","Mpl","Secreted Signaling","NicheNet_v2_omnipath"
"Tpsab1","F2rl1","Secreted Signaling","NicheNet_v2_omnipath"
"Tpsb2","F2rl1","Secreted Signaling","NicheNet_v2_omnipath"
"Tpsg1","Sirpa","Secreted Signaling","NicheNet_v2_omnipath"
"Traf2","Map4k2","Secreted Signaling","NicheNet_v2_omnipath"
"Traf2","Tnfrsf1b","Secreted Signaling","NicheNet_v2_omnipath"
"Treml1","Kir3dl1","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Treml4","Siglecf","Secreted Signaling","NicheNet_v2_omnipath"
"Treml4","Siglece","Secreted Signaling","NicheNet_v2_omnipath"
"Trf","Tfr2","Secreted Signaling","NicheNet_v2_omnipath"
"Trf","Tfrc","Secreted Signaling","NicheNet_v2_omnipath"
"Trh","Trhr","Secreted Signaling","NicheNet_v2_omnipath"
"Try10","F2r","Secreted Signaling","NicheNet_v2_omnipath"
"Try10","F2rl1","Secreted Signaling","NicheNet_v2_omnipath"
"Try10","F2rl2","Secreted Signaling","NicheNet_v2_omnipath"
"Try10","F2rl3","Secreted Signaling","NicheNet_v2_omnipath"
"Try4","F2r","Secreted Signaling","NicheNet_v2_omnipath"
"Try4","F2rl1","Secreted Signaling","NicheNet_v2_omnipath"
"Try4","F2rl2","Secreted Signaling","NicheNet_v2_omnipath"
"Try4","F2rl3","Secreted Signaling","NicheNet_v2_omnipath"
"Try5","F2r","Secreted Signaling","NicheNet_v2_omnipath"
"Try5","F2rl1","Secreted Signaling","NicheNet_v2_omnipath"
"Try5","F2rl2","Secreted Signaling","NicheNet_v2_omnipath"
"Try5","F2rl3","Secreted Signaling","NicheNet_v2_omnipath"
"Tshb","Adcyap1r1","Secreted Signaling","NicheNet_v2_omnipath"
"Tshb","Adrb2","Secreted Signaling","NicheNet_v2_omnipath"
"Tshb","Adrb3","Secreted Signaling","NicheNet_v2_omnipath"
"Tshb","Gpr20","Secreted Signaling","NicheNet_v2_omnipath"
"Tshb","Gpr84","Secreted Signaling","NicheNet_v2_omnipath"
"Tshb","Pth1r","Secreted Signaling","NicheNet_v2_omnipath"
"Tshb","Ramp2","Secreted Signaling","NicheNet_v2_omnipath"
"Tshb","Ramp3","Secreted Signaling","NicheNet_v2_omnipath"
"Tshb","Tshr","Secreted Signaling","NicheNet_v2_omnipath"
"Tshb","Vipr1","Secreted Signaling","NicheNet_v2_omnipath"
"Tslp","Crlf2","Secreted Signaling","NicheNet_v2_omnipath"
"Tslp","Il7r","Secreted Signaling","NicheNet_v2_omnipath"
"Tspan3","Adam10","Secreted Signaling","NicheNet_v2_omnipath"
"Tspan3","Cldn11","Secreted Signaling","NicheNet_v2_omnipath"
"Tspan33","Adam10","Secreted Signaling","NicheNet_v2_omnipath"
"Tspan33","Cldn11","Secreted Signaling","NicheNet_v2_omnipath"
"Tspan5","Tspan13","Secreted Signaling","NicheNet_v2_omnipath"
"Ttr","Apoa1","Secreted Signaling","NicheNet_v2_omnipath"
"Ttr","Ngfr","Secreted Signaling","NicheNet_v2_omnipath"
"Tyrobp","Klrd1","Secreted Signaling","NicheNet_v2_omnipath"
"Tyrobp","Trem1","Secreted Signaling","NicheNet_v2_omnipath"
"Ucn","Crhr1","Secreted Signaling","NicheNet_v2_omnipath"
"Ucn","Crhr2","Secreted Signaling","NicheNet_v2_omnipath"
"Ucn2","Crhr1","Secreted Signaling","NicheNet_v2_omnipath"
"Ucn2","Crhr2","Secreted Signaling","NicheNet_v2_omnipath"
"Ucn2","Il10rb","Secreted Signaling","NicheNet_v2_omnipath"
"Ucn3","Crhr1","Secreted Signaling","NicheNet_v2_omnipath"
"Ucn3","Crhr2","Secreted Signaling","NicheNet_v2_omnipath"
"Ucn3","Il10rb","Secreted Signaling","NicheNet_v2_omnipath"
"Uts2","Uts2r","Secreted Signaling","NicheNet_v2_omnipath"
"Uts2b","Sstr5","Secreted Signaling","NicheNet_v2_omnipath"
"Uts2b","Uts2r","Secreted Signaling","NicheNet_v2_omnipath"
"Vcam1","Ezr","Secreted Signaling","NicheNet_v2_omnipath"
"Vcam1","Itga4","Secreted Signaling","NicheNet_v2_omnipath"
"Vcam1","Itga9","Secreted Signaling","NicheNet_v2_omnipath"
"Vcam1","Itgad","Secreted Signaling","NicheNet_v2_omnipath"
"Vcam1","Itgb1","Secreted Signaling","NicheNet_v2_omnipath"
"Vcam1","Itgb2","Secreted Signaling","NicheNet_v2_omnipath"
"Vcam1","Itgb2l","Secreted Signaling","NicheNet_v2_omnipath"
"Vcam1","Itgb7","Secreted Signaling","NicheNet_v2_omnipath"
"Vcam1","Msn","Secreted Signaling","NicheNet_v2_omnipath"
"Vcan","Cd44","Secreted Signaling","NicheNet_v2_omnipath"
"Vcan","Egfr","Secreted Signaling","NicheNet_v2_omnipath"
"Vcan","Itga4","Secreted Signaling","NicheNet_v2_omnipath"
"Vcan","Itgb1","Secreted Signaling","NicheNet_v2_omnipath"
"Vcan","Sell","Secreted Signaling","NicheNet_v2_omnipath"
"Vcan","Selp","Secreted Signaling","NicheNet_v2_omnipath"
"Vcan","Selplg","Secreted Signaling","NicheNet_v2_omnipath"
"Vcan","Tlr2","Secreted Signaling","NicheNet_v2_omnipath"
"Vegfa","Flt1","Secreted Signaling","NicheNet_v2_omnipath"
"Vegfa","Gpc1","Secreted Signaling","NicheNet_v2_omnipath"
"Vegfa","Kdr","Secreted Signaling","NicheNet_v2_omnipath"
"Vegfa","Nrp1","Secreted Signaling","NicheNet_v2_omnipath"
"Vegfa","Nrp2","Secreted Signaling","NicheNet_v2_omnipath"
"Vegfb","Flt1","Secreted Signaling","NicheNet_v2_omnipath"
"Vegfb","Kdr","Secreted Signaling","NicheNet_v2_omnipath"
"Vegfb","Nrp1","Secreted Signaling","NicheNet_v2_omnipath"
"Vegfb","Ret","Secreted Signaling","NicheNet_v2_omnipath"
"Vegfc","Flt4","Secreted Signaling","NicheNet_v2_omnipath"
"Vegfc","Kdr","Secreted Signaling","NicheNet_v2_omnipath"
"Vegfc","Nrp2","Secreted Signaling","NicheNet_v2_omnipath"
"Vegfc","Vipr2","Secreted Signaling","NicheNet_v2_omnipath"
"Vegfd","Flt1","Secreted Signaling","NicheNet_v2_omnipath"
"Vegfd","Flt4","Secreted Signaling","NicheNet_v2_omnipath"
"Vegfd","Itga1","Secreted Signaling","NicheNet_v2_omnipath"
"Vegfd","Itga2","Secreted Signaling","NicheNet_v2_omnipath"
"Vegfd","Itga4","Secreted Signaling","NicheNet_v2_omnipath"
"Vegfd","Itga5","Secreted Signaling","NicheNet_v2_omnipath"
"Vegfd","Itga9","Secreted Signaling","NicheNet_v2_omnipath"
"Vegfd","Itgb1","Secreted Signaling","NicheNet_v2_omnipath"
"Vegfd","Kdr","Secreted Signaling","NicheNet_v2_omnipath"
"Vegfd","Nrp2","Secreted Signaling","NicheNet_v2_omnipath"
"Vgf","Ntrk1","Secreted Signaling","NicheNet_v2_omnipath"
"Vip","Adcyap1r1","Secreted Signaling","NicheNet_v2_omnipath"
"Vip","Sctr","Secreted Signaling","NicheNet_v2_omnipath"
"Vip","Vipr1","Secreted Signaling","NicheNet_v2_omnipath"
"Vip","Vipr2","Secreted Signaling","NicheNet_v2_omnipath"
"Vsig10","Il6st","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Vsir","Igsf11","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Vsir","Vsig8","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Vstm4","Mog","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Vtcn1","Btla","Secreted Signaling","NicheNet_v2_omnipath"
"Vtn","Itga2b","Secreted Signaling","NicheNet_v2_omnipath"
"Vtn","Itga5","Secreted Signaling","NicheNet_v2_omnipath"
"Vtn","Itga8","Secreted Signaling","NicheNet_v2_omnipath"
"Vtn","Itgav","Secreted Signaling","NicheNet_v2_omnipath"
"Vtn","Itgb1","Secreted Signaling","NicheNet_v2_omnipath"
"Vtn","Itgb3","Secreted Signaling","NicheNet_v2_omnipath"
"Vtn","Itgb5","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Vtn","Itgb6","Secreted Signaling","NicheNet_v2_omnipath"
"Vtn","Itgb8","Secreted Signaling","NicheNet_v2_omnipath"
"Vtn","Kdr","Secreted Signaling","NicheNet_v2_omnipath"
"Vtn","Plaur","Secreted Signaling","NicheNet_v2_omnipath"
"Vtn","Pvr","Secreted Signaling","NicheNet_v2_omnipath"
"Vtn","Tnfrsf11b","Secreted Signaling","NicheNet_v2_omnipath"
"Vwf","Adamts13","Secreted Signaling","NicheNet_v2_omnipath"
"Vwf","F8","Secreted Signaling","NicheNet_v2_omnipath"
"Vwf","Gp1ba","Secreted Signaling","NicheNet_v2_omnipath"
"Vwf","Gp1bb","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Vwf","Gp5","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Vwf","Gp9","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Vwf","Itga2b","Secreted Signaling","NicheNet_v2_omnipath"
"Vwf","Itgav","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Vwf","Itgb3","Secreted Signaling","NicheNet_v2_omnipath"
"Vwf","Tnfrsf11b","Secreted Signaling","NicheNet_v2_omnipath"
"Wbp1","Ctla4","Secreted Signaling","NicheNet_v2_nichenet_verschueren"
"Wfikkn2","Igdcc3","Secreted Signaling","NicheNet_v2_omnipath"
"Wfikkn2","Igdcc4","Secreted Signaling","NicheNet_v2_omnipath"
"Wfikkn2","Prtg","Secreted Signaling","NicheNet_v2_omnipath"
"Wif1","Ryk","Secreted Signaling","NicheNet_v2_omnipath"
"Wnt1","Fzd1","Secreted Signaling","NicheNet_v2_omnipath"
"Wnt1","Fzd3","Secreted Signaling","NicheNet_v2_omnipath"
"Wnt1","Fzd8","Secreted Signaling","NicheNet_v2_omnipath"
"Wnt1","Fzd9","Secreted Signaling","NicheNet_v2_omnipath"
"Wnt1","Lrp5","Secreted Signaling","NicheNet_v2_omnipath"
"Wnt1","Lrp6","Secreted Signaling","NicheNet_v2_omnipath"
"Wnt1","Ror2","Secreted Signaling","NicheNet_v2_omnipath"
"Wnt1","Ryk","Secreted Signaling","NicheNet_v2_omnipath"
"Wnt10a","Fzd1","Secreted Signaling","NicheNet_v2_omnipath"
"Wnt10a","Fzd10","Secreted Signaling","NicheNet_v2_omnipath"
"Wnt10a","Fzd2","Secreted Signaling","NicheNet_v2_omnipath"
"Wnt10a","Fzd3","Secreted Signaling","NicheNet_v2_omnipath"
"Wnt10a","Fzd4","Secreted Signaling","NicheNet_v2_omnipath"
"Wnt10a","Fzd5","Secreted Signaling","NicheNet_v2_omnipath"
"Wnt10a","Fzd6","Secreted Signaling","NicheNet_v2_omnipath"
"Wnt10a","Fzd7","Secreted Signaling","NicheNet_v2_omnipath"
"Wnt10a","Fzd8","Secreted Signaling","NicheNet_v2_omnipath"
"Wnt10a","Fzd9","Secreted Signaling","NicheNet_v2_omnipath"
"Wnt10a","Lrp5","Secreted Signaling","NicheNet_v2_omnipath"
"Wnt10a","Lrp6","Secreted Signaling","NicheNet_v2_omnipath"
"Wnt10b","Fzd1","Secreted Signaling","NicheNet_v2_omnipath"
"Wnt10b","Fzd10","Secreted Signaling","NicheNet_v2_omnipath"
"Wnt10b","Fzd2","Secreted Signaling","NicheNet_v2_omnipath"
"Wnt10b","Fzd3","Secreted Signaling","NicheNet_v2_omnipath"
"Wnt10b","Fzd4","Secreted Signaling","NicheNet_v2_omnipath"
"Wnt10b","Fzd5","Secreted Signaling","NicheNet_v2_omnipath"
"Wnt10b","Fzd6","Secreted Signaling","NicheNet_v2_omnipath"
"Wnt10b","Fzd7","Secreted Signaling","NicheNet_v2_omnipath"
"Wnt10b","Fzd8","Secreted Signaling","NicheNet_v2_omnipath"
"Wnt10b","Fzd9","Secreted Signaling","NicheNet_v2_omnipath"
"Wnt10b","Lrp5","Secreted Signaling","NicheNet_v2_omnipath"
"Wnt10b","Lrp6","Secreted Signaling","NicheNet_v2_omnipath"
"Wnt11","Fzd3","Secreted Signaling","NicheNet_v2_omnipath"
"Wnt11","Fzd6","Secreted Signaling","NicheNet_v2_omnipath"
"Wnt11","Fzd7","Secreted Signaling","NicheNet_v2_omnipath"
"Wnt11","Fzd8","Secreted Signaling","NicheNet_v2_omnipath"
"Wnt11","Klrg2","Secreted Signaling","NicheNet_v2_omnipath"
"Wnt11","Lrp6","Secreted Signaling","NicheNet_v2_omnipath"
"Wnt11","Musk","Secreted Signaling","NicheNet_v2_omnipath"
"Wnt16","Fzd1","Secreted Signaling","NicheNet_v2_omnipath"
"Wnt16","Fzd10","Secreted Signaling","NicheNet_v2_omnipath"
"Wnt16","Fzd2","Secreted Signaling","NicheNet_v2_omnipath"
"Wnt16","Fzd3","Secreted Signaling","NicheNet_v2_omnipath"
"Wnt16","Fzd4","Secreted Signaling","NicheNet_v2_omnipath"
"Wnt16","Fzd5","Secreted Signaling","NicheNet_v2_omnipath"
"Wnt16","Fzd6","Secreted Signaling","NicheNet_v2_omnipath"
"Wnt16","Fzd7","Secreted Signaling","NicheNet_v2_omnipath"
"Wnt16","Fzd8","Secreted Signaling","NicheNet_v2_omnipath"
"Wnt16","Fzd9","Secreted Signaling","NicheNet_v2_omnipath"
"Wnt16","Lrp5","Secreted Signaling","NicheNet_v2_omnipath"
"Wnt16","Lrp6","Secreted Signaling","NicheNet_v2_omnipath"
"Wnt2","Fzd1","Secreted Signaling","NicheNet_v2_omnipath"
"Wnt2","Fzd2","Secreted Signaling","NicheNet_v2_omnipath"
"Wnt2","Fzd3","Secreted Signaling","NicheNet_v2_omnipath"
"Wnt2","Fzd4","Secreted Signaling","NicheNet_v2_omnipath"
"Wnt2","Fzd5","Secreted Signaling","NicheNet_v2_omnipath"
"Wnt2","Fzd7","Secreted Signaling","NicheNet_v2_omnipath"
"Wnt2","Fzd8","Secreted Signaling","NicheNet_v2_omnipath"
