,M_1,M_2,M_3,M_4,M_5,M_6,M_7,M_8,M_9,M_10,M_11,M_12,M_13,M_14,M_15,M_16,M_17,M_18,M_19,M_20,M_21,M_22,M_23,M_24,M_25,M_26,M_27,M_28,M_29,M_30,M_31,M_32,M_33,M_34,M_35,M_36,M_37,M_38,M_39,M_40,M_41,M_42,M_43,M_44,M_45,M_46,M_47,M_48,M_49,M_50,M_51,M_52,M_53,M_54,M_55,M_56,M_57,M_58,M_59,M_60,M_61,M_62,M_63,M_64,M_65,M_66,M_67,M_68,M_69,M_70,M_71,M_72,M_73,M_74,M_75,M_76,M_77,M_78,M_79,M_80,M_81,M_83,M_84,M_85,M_87,M_88,M_89,M_90,M_91,M_92,M_93,M_94,M_95,M_96,M_97,M_98,M_99,M_100,M_101,M_102,M_103,M_105,M_106,M_107,M_108,M_109,M_110,M_111,M_112,M_113,M_114,M_115,M_116,M_117,M_118,M_119,M_120,M_121,M_122,M_123,M_124,M_125,M_126,M_127,M_128,M_129,M_130,M_131,M_132,M_133,M_134,M_135,M_136,M_137,M_138,M_139,M_140,M_141,M_142,M_143,M_144,M_145,M_146,M_147,M_148,M_149,M_150,M_151,M_152,M_153,M_154,M_155,M_156,M_157,M_158,M_159,M_160,M_161,M_162,M_163,M_164,M_165,M_166,M_167,M_168,M_169,M_170,M_171
A.356,0.012544811,0.0015380532,0.00070907176,0.0015910566,0.008776277,-1.3411045e-06,0.017048389,0.007175237,9.074807e-05,4.837662e-05,4.022196e-05,4.053116e-06,0.0038098395,0.008068085,9.033829e-08,0.004246652,0.001975298,0.002557546,0.027026296,0.010947883,0.020696402,-7.6871365e-06,1.8782914e-05,4.451722e-07,0.004932478,-1.010485e-07,0.018664867,8.776784e-05,3.259629e-09,0.00148651,0.007487893,0.018964082,0.0003812313,0.0051221102,0.013871491,-5.517155e-06,5.921349e-06,0.018782556,0.015798032,-1.14664435e-05,0.0014313608,0.0044561774,0.003462404,0.009001613,0.00013881922,0.0046842843,0.009073734,0.017945975,0.0032018423,0.012239188,2.1141022e-07,0.0029368699,0.01781854,0.00054576993,0.00026712567,1.0477379e-08,3.6668032e-05,0.0038783848,-2.6762486e-05,0.00014064461,0.00076007843,1.9790605e-09,6.3315034e-05,-6.2864274e-07,0.006588191,2.4255365e-05,0.019888848,0.011092484,0.013104171,0.0119663775,-2.5387853e-06,0.0052366406,0.0029072016,-7.841736e-07,3.3043325e-06,0.008096904,-3.5390258e-08,0.0049215257,0.021235913,0.000107459724,8.627772e-05,-3.1478703e-06,0.00046099722,0.004342541,-2.3450702e-06,0.0031036586,4.414469e-07,2.6058406e-05,-1.9855797e-05,-5.820766e-09,0.012871534,0.0061576664,-1.007691e-05,2.0954758e-08,3.878027e-06,0.011865377,0.009142309,0.010778487,-1.6242266e-06,0.026119173,1.5776604e-06,0.002820447,0.00050097704,0.0050798208,-2.6192516e-05,0.0053100735,0.015561461,0.0034394711,4.546717e-06,0.02404806,0.017422229,0.0086117685,0.013317674,1.3880432e-05,0.004671335,0.012934178,0.0044474304,0.011709839,0.004716918,0.03387344,0.0004950091,2.1792948e-05,-3.1106174e-06,-5.122274e-09,0.018200517,-3.6325306e-05,0.0007186979,0.01791501,0.0008786917,0.00014546514,-1.1667609e-05,0.013915002,0.009633422,-7.683411e-09,3.9875507e-05,0.0013994575,0.022191018,-2.597645e-05,2.3748726e-08,1.681596e-05,0.0036362559,0.013889343,-7.547438e-06,0.030928046,0.011006027,4.018843e-05,0.020024776,0.020968825,0.011547059,0.022324204,0.000118397176,0.00015339255,0.020894617,-2.9094517e-06,0.011423558,-2.354756e-05,0.0001430586,0.0055294037,0.003193438,0.0113684535,0.0060426593,0.0025594383,5.54882e-06,1.899898e-07,2.9299408e-06,1.1874363e-07,0.010908484,6.664172e-05
A.357,0.012544811,0.0018071383,0.000632301,0.0017836839,0.008874506,-1.3411045e-06,0.017716259,0.010658354,0.00075262785,2.79136e-05,5.9001148e-05,4.053116e-06,0.004476011,0.008068085,-2.7939677e-09,0.004246652,0.001975298,0.0025180727,0.027026296,0.010947883,0.020696402,-7.6871365e-06,1.8782914e-05,7.454306e-06,0.0042434037,-1.010485e-07,0.018664867,8.776784e-05,3.259629e-09,0.0016104877,0.0075709224,0.019102603,0.0007121861,0.0051703155,0.013353229,-5.517155e-06,5.921349e-06,0.018782556,0.0157485,-1.14664435e-05,0.0014313608,0.0044561774,0.003927976,0.009001613,7.959083e-05,0.00451687,0.009457648,0.018025964,0.0032018423,0.012239188,2.1141022e-07,0.0029368699,0.017855853,0.0024858266,0.00057349354,2.6915222e-07,3.176555e-05,0.0038783848,-2.6762486e-05,0.00067946315,0.00076007843,3.259629e-09,6.3315034e-05,-6.2864274e-07,0.006588191,2.3376197e-05,0.022281706,0.011511147,0.01310721,0.012497336,-2.5387853e-06,0.0052366406,0.0029072016,-7.841736e-07,3.3043325e-06,0.008096904,-3.5390258e-08,0.0049215257,0.021235913,0.0016595125,8.627772e-05,-3.1478703e-06,0.00046099722,0.004342541,-2.3450702e-06,0.0031036586,4.414469e-07,2.6058406e-05,-1.9855797e-05,-5.820766e-09,0.012871534,0.0061576664,-1.007691e-05,2.0954758e-08,3.878027e-06,0.011865377,0.009142309,0.010778487,-1.6242266e-06,0.026119173,1.5776604e-06,0.002820447,0.00050097704,0.0044813603,-2.6192516e-05,0.0053100735,0.015561461,0.0034394711,4.546717e-06,0.036394328,0.017422229,0.008618444,0.01324442,-1.14087015e-08,0.004671335,0.012743264,0.0056081116,0.010825396,0.005262211,0.032660306,0.0004950091,0.00035329908,-3.1106174e-06,-5.122274e-09,0.018200517,-3.6325306e-05,0.00019588321,0.01791501,0.0008973479,0.0004569888,-1.1667609e-05,0.015447736,0.009633422,-7.683411e-09,3.674999e-05,0.0013994575,0.022078514,-2.597645e-05,2.3748726e-08,1.681596e-05,0.0036362559,0.0141479075,-7.547438e-06,0.030928046,0.011182249,5.074963e-05,0.020024776,0.020968825,0.011547059,0.025049716,0.000118397176,0.0001481399,0.020406038,-2.9094517e-06,0.011346459,-2.354756e-05,0.00013393164,0.005511254,0.003193438,0.0113684535,0.00591442,0.0024495572,5.54882e-06,1.8067658e-07,3.04915e-06,0.0,0.010908484,5.7604164e-05
A.358,0.012544811,0.002902791,0.00077591836,0.0016808957,0.008832991,-1.3411045e-06,0.017383367,0.0055395067,6.695464e-05,8.546561e-05,4.4394284e-05,4.053116e-06,0.004221499,0.008068085,3.222376e-06,0.004246652,0.001975298,0.0023554713,0.027026296,0.010947883,0.020696402,-7.6871365e-06,1.8782914e-05,4.136935e-06,0.0056817234,-1.010485e-07,0.018664867,8.776784e-05,3.259629e-09,0.0015629232,0.0075190067,0.018951416,0.00052636117,0.017740995,0.01429525,-5.517155e-06,5.921349e-06,0.018782556,0.015769362,-1.14664435e-05,0.0014313608,0.0044561774,0.003883168,0.009001613,5.1170588e-05,0.004900202,0.009304851,0.017923653,0.0032018423,0.012239188,2.1141022e-07,0.0029368699,0.01785624,0.0014363676,0.0003957525,2.6542693e-08,2.0924956e-05,0.0038783848,-2.6762486e-05,0.0002626106,0.00076007843,1.3336539e-06,6.3315034e-05,-6.2864274e-07,0.006588191,2.3745e-05,0.019489646,0.011211485,0.013107866,0.012147188,-2.5387853e-06,0.0052366406,0.0029072016,-7.841736e-07,3.3043325e-06,0.008096904,-3.5390258e-08,0.0049215257,0.021235913,5.0593168e-05,8.627772e-05,-3.1478703e-06,0.00046099722,0.004342541,-2.3450702e-06,0.0031036586,4.414469e-07,2.6058406e-05,-1.9855797e-05,-5.820766e-09,0.012871534,0.0061576664,-1.007691e-05,2.0954758e-08,3.878027e-06,0.011865377,0.009142309,0.010778487,-1.6242266e-06,0.026119173,1.5776604e-06,0.002820447,0.00050097704,0.005340174,-2.6192516e-05,0.0053100735,0.015561461,0.0034394711,4.546717e-06,0.022006333,0.017422229,0.008568138,0.013258398,2.5440007e-05,0.004671335,0.014841676,0.0061497986,0.014149785,0.005068183,0.03451982,0.0004950091,0.0001379475,-3.1106174e-06,-5.122274e-09,0.018200517,-3.6325306e-05,0.00046803802,0.01791501,0.0009075701,0.00029338896,-1.1667609e-05,0.0146461725,0.009633422,-7.683411e-09,4.164502e-05,0.0013994575,0.022236943,-2.597645e-05,2.3748726e-08,1.681596e-05,0.0036362559,0.0139296055,-7.547438e-06,0.030928046,0.0110093355,2.9813498e-05,0.020024776,0.020968825,0.011547059,0.025993317,0.000118397176,0.0001610741,0.020882279,-2.9094517e-06,0.011430621,-2.354756e-05,0.00014443696,0.0056153834,0.003193438,0.0113684535,0.005829662,0.0028351992,5.54882e-06,2.719462e-07,5.690381e-06,6.5751374e-07,0.010908484,6.8195164e-05
B.238,0.012544811,0.0011074692,0.0004286319,0.0016776025,0.00872764,-1.3411045e-06,0.016004205,0.005938798,0.00013750792,3.9815903e-05,4.3682754e-05,4.053116e-06,0.004012376,0.008068085,-5.3457916e-07,0.004246652,0.001975298,0.0025906712,0.027026296,0.010947883,0.020696402,-7.6871365e-06,1.8782914e-05,-3.4458935e-07,0.004988894,-1.010485e-07,0.018664867,8.776784e-05,3.259629e-09,0.0014593601,0.007484138,0.018983722,0.0004311949,0.0014481843,0.013368994,-5.517155e-06,5.921349e-06,0.018782556,0.015765876,-1.14664435e-05,0.0014313608,0.0044561774,0.0035419613,0.009001613,7.7266246e-05,0.004620865,0.009211928,0.018358916,0.0032018423,0.012239188,2.1141022e-07,0.0029368699,0.01783806,0.0010899901,0.00029528886,5.122274e-09,3.0457973e-05,0.0038783848,-2.6762486e-05,0.00024201721,0.00076007843,6.042421e-06,6.3315034e-05,-6.2864274e-07,0.006588191,2.368167e-05,0.019041806,0.011304021,0.013098329,0.011982977,-2.5387853e-06,0.0052366406,0.0029072016,-7.841736e-07,3.3043325e-06,0.008096904,-3.5390258e-08,0.0049215257,0.021235913,0.000112347305,8.627772e-05,-3.1478703e-06,0.00046099722,0.004342541,-2.3450702e-06,0.0031036586,4.414469e-07,2.6058406e-05,-1.9855797e-05,-5.820766e-09,0.012871534,0.0061576664,-1.007691e-05,2.0954758e-08,3.878027e-06,0.011865377,0.009142309,0.010778487,-1.6242266e-06,0.026119173,1.5776604e-06,0.002820447,0.00050097704,0.0039393306,-2.6192516e-05,0.0053100735,0.015561461,0.0034394711,4.546717e-06,0.018189669,0.017422229,0.008581877,0.013374656,2.2351742e-08,0.004671335,0.012690127,0.0039068162,0.011522859,0.0048475564,0.033506215,0.0004950091,6.311014e-05,-3.1106174e-06,-5.122274e-09,0.018200517,-3.6325306e-05,0.0006270483,0.01791501,0.0008239895,0.00016923994,-1.1667609e-05,0.014625847,0.009633422,-7.683411e-09,5.3416938e-05,0.0013994575,0.022326618,-2.597645e-05,2.3748726e-08,1.681596e-05,0.0036362559,0.014046788,-7.547438e-06,0.030928046,0.011055201,2.2422522e-05,0.020024776,0.020968825,0.011547059,0.02050063,0.000118397176,0.00015684217,0.019573182,-2.9094517e-06,0.011250049,-2.354756e-05,0.00012492388,0.005655706,0.003193438,0.0113684535,0.0059082806,0.0029659271,5.54882e-06,1.5366822e-07,1.9241124e-06,0.0,0.010908484,4.968047e-05
B.239,0.012544811,0.003137961,0.00087697804,0.0018265247,0.008884877,-1.3411045e-06,0.01861313,0.0065290034,0.00025823712,5.2824616e-05,5.0302595e-05,4.053116e-06,0.004717648,0.008068085,7.627532e-07,0.004246652,0.001975298,0.0025366843,0.027026296,0.010947883,0.020696402,-7.6871365e-06,1.8782914e-05,2.7388334e-05,0.0078024864,-1.010485e-07,0.018664867,8.776784e-05,3.259629e-09,0.0015412271,0.0075159073,0.019019634,0.0007186383,0.007502675,0.013314575,-5.517155e-06,5.921349e-06,0.018782556,0.015809506,-1.14664435e-05,0.0014313608,0.0044561774,0.0037070215,0.009001613,0.00017184764,0.0047145635,0.0094105005,0.018217266,0.0032018423,0.012239188,2.1141022e-07,0.0029368699,0.01785782,0.0023123622,0.00048650056,4.1909516e-08,3.8444996e-05,0.0038783848,-2.6762486e-05,0.00045534968,0.00076007843,1.9222498e-06,6.3315034e-05,-6.2864274e-07,0.006588191,2.4460256e-05,0.024063408,0.011708379,0.013099909,0.012182653,-2.5387853e-06,0.0052366406,0.0029072016,-7.841736e-07,3.3043325e-06,0.008096904,-3.5390258e-08,0.0049215257,0.021235913,0.00032984465,8.627772e-05,-3.1478703e-06,0.00046099722,0.004342541,-2.3450702e-06,0.0031036586,4.414469e-07,2.6058406e-05,-1.9855797e-05,-5.820766e-09,0.012871534,0.0061576664,-1.007691e-05,2.0954758e-08,3.878027e-06,0.011865377,0.009142309,0.010778487,-1.6242266e-06,0.026119173,1.5776604e-06,0.002820447,0.00050097704,0.0050148815,-2.6192516e-05,0.0053100735,0.015561461,0.0034394711,4.546717e-06,0.026106417,0.017422229,0.008691162,0.013288498,4.2747706e-07,0.004671335,0.014105439,0.0051079243,0.013235122,0.004890248,0.034296304,0.0004950091,0.00015642494,-3.1106174e-06,-5.122274e-09,0.018200517,-3.6325306e-05,0.00037035346,0.01791501,0.0009008795,0.00055526197,-1.1667609e-05,0.015420705,0.009633422,-7.683411e-09,7.401407e-05,0.0013994575,0.022822112,-2.597645e-05,2.3748726e-08,1.681596e-05,0.0036362559,0.014105976,-7.547438e-06,0.030928046,0.011159927,5.1155686e-05,0.020024776,0.020968825,0.011547059,0.03157413,0.000118397176,0.00017818063,0.02234739,-2.9094517e-06,0.011671811,-2.354756e-05,0.00017607212,0.0057179034,0.003193438,0.0113684535,0.0060993135,0.0034529418,5.54882e-06,3.9022416e-07,2.514571e-06,2.5052577e-07,0.010908484,0.00010356307
A.359,0.012544811,0.002790451,0.0014455914,0.0019658655,0.00883773,-1.3411045e-06,0.017605811,0.0057976544,0.00023692101,5.128607e-05,5.523488e-05,4.053116e-06,0.0047316104,0.008068085,3.2372773e-06,0.004246652,0.001975298,0.002458319,0.027026296,0.010947883,0.020696402,-7.6871365e-06,1.8782914e-05,9.628385e-05,0.00635162,-1.010485e-07,0.018664867,8.776784e-05,3.259629e-09,0.0016552657,0.0075678825,0.01901424,0.0006226152,0.009739488,0.014075398,-5.517155e-06,5.921349e-06,0.018782556,0.015797973,-1.14664435e-05,0.0014313608,0.0044561774,0.0038272291,0.009001613,0.00013691187,0.0047042817,0.009308517,0.017830938,0.0032018423,0.012239188,2.1141022e-07,0.0029368699,0.01785323,0.0022436827,0.0006279871,8.940697e-08,3.6768615e-05,0.0038783848,-2.6762486e-05,0.0003562644,0.00076007843,4.3585896e-06,6.3315034e-05,-6.2864274e-07,0.006588191,2.4255365e-05,0.023773223,0.011302024,0.013118535,0.012397915,-2.5387853e-06,0.0052366406,0.0029072016,-7.841736e-07,3.3043325e-06,0.008096904,-3.5390258e-08,0.0049215257,0.021235913,0.00014386326,8.627772e-05,-3.1478703e-06,0.00046099722,0.004342541,-2.3450702e-06,0.0031036586,4.414469e-07,2.6058406e-05,-1.9855797e-05,-5.820766e-09,0.012871534,0.0061576664,-1.007691e-05,2.0954758e-08,3.878027e-06,0.011865377,0.009142309,0.010778487,-1.6242266e-06,0.026119173,1.5776604e-06,0.002820447,0.00050097704,0.0043292195,-2.6192516e-05,0.0053100735,0.015561461,0.0034394711,4.546717e-06,0.026255667,0.017422229,0.008656472,0.013335347,2.1792948e-07,0.004671335,0.013703823,0.007314682,0.011704683,0.004993066,0.03429666,0.0004950091,0.00020001084,-3.1106174e-06,-5.122274e-09,0.018200517,-3.6325306e-05,0.0005770698,0.01791501,0.00089891255,0.00032006204,-1.1667609e-05,0.014259934,0.009633422,-7.683411e-09,3.5963953e-05,0.0013994575,0.022051483,-2.597645e-05,2.3748726e-08,1.681596e-05,0.0036362559,0.013921976,-7.547438e-06,0.030928046,0.011166483,0.00015982985,0.020024776,0.020968825,0.011547059,0.029568523,0.000118397176,0.00014294684,0.02449724,-2.9094517e-06,0.011948019,-2.354756e-05,0.00021187216,0.0054451227,0.003193438,0.0113684535,0.006039113,0.0022501498,5.54882e-06,3.222376e-07,3.1329691e-06,1.5925616e-07,0.010908484,0.0001476407
E.149,0.012544811,0.0062606037,0.001841113,0.0020614266,0.008903205,-1.3411045e-06,0.01708579,0.0066123307,0.0004945025,7.4885786e-05,5.4180622e-05,4.053116e-06,0.0045168996,0.008068085,4.2118132e-05,0.004246652,0.001975298,0.0033378452,0.027026296,0.010947883,0.020696402,-7.6871365e-06,1.8782914e-05,0.00020942092,0.009783834,-1.010485e-07,0.018664867,8.776784e-05,3.259629e-09,0.0017150342,0.0076987445,0.019066155,0.0013568401,0.0043936074,0.015202254,-5.517155e-06,5.921349e-06,0.018782556,0.015798032,-1.14664435e-05,0.0014313608,0.0044561774,0.0036129951,0.009001613,0.00034210086,0.004845619,0.009198725,0.020201027,0.0032018423,0.012239188,2.1141022e-07,0.0029368699,0.017853022,0.003068611,0.0018663108,1.2610108e-06,0.000103630126,0.0038783848,-2.6762486e-05,0.00033705682,0.00076007843,1.3008714e-05,6.3315034e-05,-6.2864274e-07,0.006588191,2.4255365e-05,0.0226489,0.011554599,0.013162702,0.012963831,-2.5387853e-06,0.0052366406,0.0029072016,-7.841736e-07,3.3043325e-06,0.008096904,-3.5390258e-08,0.0049215257,0.021235913,0.000102981925,8.627772e-05,-3.1478703e-06,0.00046099722,0.004342541,-2.3450702e-06,0.0031036586,4.414469e-07,2.6058406e-05,-1.9855797e-05,-5.820766e-09,0.012871534,0.0061576664,-1.007691e-05,2.0954758e-08,3.878027e-06,0.011865377,0.009142309,0.010778487,-1.6242266e-06,0.026119173,1.5776604e-06,0.002820447,0.00050097704,0.011724681,-2.6192516e-05,0.0053100735,0.015561461,0.0034394711,4.546717e-06,0.034843206,0.017422229,0.0086404085,0.013314128,7.1786344e-06,0.004671335,0.016426206,0.0062550902,0.016885608,0.0048931986,0.0343419,0.0004950091,0.00012111664,-3.1106174e-06,-5.122274e-09,0.018200517,-3.6325306e-05,0.0007740259,0.01791501,0.0009159595,0.00061430037,-1.1667609e-05,0.015308678,0.009633422,-7.683411e-09,9.921193e-05,0.0013994575,0.023288101,-2.597645e-05,2.3748726e-08,1.681596e-05,0.0036362559,0.013956606,-7.547438e-06,0.030928046,0.011134297,9.717047e-05,0.020024776,0.020968825,0.011547059,0.03621319,0.000118397176,0.00021199882,0.023478031,-2.9094517e-06,0.011827111,-2.354756e-05,0.00019649416,0.005952716,0.003193438,0.0113684535,0.006316483,0.0046156794,5.54882e-06,2.682209e-07,1.2274832e-06,1.3038516e-08,0.010908484,0.00012835115
A.360,0.012544811,0.002290994,0.0008558333,0.0017283112,0.008832961,-1.3411045e-06,0.018432796,0.006109804,0.00013268739,6.9119036e-05,4.541874e-05,4.053116e-06,0.004204333,0.008068085,2.3208559e-06,0.004246652,0.001975298,0.0024046898,0.027026296,0.010947883,0.020696402,-7.6871365e-06,1.8782914e-05,6.7893416e-07,0.0054788888,-1.010485e-07,0.018664867,8.776784e-05,3.259629e-09,0.0015829504,0.0075188577,0.018981934,0.00045756996,0.015148193,0.014440209,-5.517155e-06,5.921349e-06,0.018782556,0.01575905,-1.14664435e-05,0.0014313608,0.0044561774,0.0038047284,0.009001613,8.241087e-05,0.0048138946,0.009265631,0.017567217,0.0032018423,0.012239188,2.1141022e-07,0.0029368699,0.017848551,0.0013953298,0.0004040748,4.0978193e-08,2.708286e-05,0.0038783848,-2.6762486e-05,0.00027680397,0.00076007843,1.4789402e-06,6.3315034e-05,-6.2864274e-07,0.006588191,2.3562461e-05,0.019064873,0.011100084,0.013106704,0.01215452,-2.5387853e-06,0.0052366406,0.0029072016,-7.841736e-07,3.3043325e-06,0.008096904,-3.5390258e-08,0.0049215257,0.021235913,6.480515e-05,8.627772e-05,-3.1478703e-06,0.00046099722,0.004342541,-2.3450702e-06,0.0031036586,4.414469e-07,2.6058406e-05,-1.9855797e-05,-5.820766e-09,0.012871534,0.0061576664,-1.007691e-05,2.0954758e-08,3.878027e-06,0.011865377,0.009142309,0.010778487,-1.6242266e-06,0.026119173,1.5776604e-06,0.002820447,0.00050097704,0.0051953197,-2.6192516e-05,0.0053100735,0.015561461,0.0034394711,4.546717e-06,0.023493111,0.017422229,0.008554876,0.013299286,1.24797225e-05,0.004671335,0.01518631,0.0065797567,0.014468193,0.0050962716,0.03454101,0.0004950091,0.00022893399,-3.1106174e-06,-5.122274e-09,0.018200517,-3.6325306e-05,0.0005144328,0.01791501,0.0009228438,0.00032309443,-1.1667609e-05,0.014612526,0.009633422,-7.683411e-09,4.7963113e-05,0.0013994575,0.022292137,-2.597645e-05,2.3748726e-08,1.681596e-05,0.0036362559,0.013933241,-7.547438e-06,0.030928046,0.011024326,3.5136938e-05,0.020024776,0.020968825,0.011547059,0.026595145,0.000118397176,0.000157848,0.021211952,-2.9094517e-06,0.0114791095,-2.354756e-05,0.0001501739,0.00562343,0.003193438,0.0113684535,0.0059216917,0.0028693974,5.54882e-06,2.1141022e-07,4.1853637e-06,3.1664968e-07,0.010908484,7.4118376e-05
A.361,0.012544811,0.0027039498,0.0009986311,0.0017573684,0.008877248,-1.3411045e-06,0.018292248,0.0067994,0.0005533919,5.384162e-05,4.3541193e-05,4.053116e-06,0.004361242,0.008068085,2.910383e-10,0.004246652,0.001975298,0.0024251193,0.027026296,0.010947883,0.020696402,-7.6871365e-06,1.8782914e-05,2.9429793e-06,0.005852431,-1.010485e-07,0.018664867,8.776784e-05,3.259629e-09,0.0015723854,0.0075455904,0.019075364,0.00064950436,0.016006678,0.014323115,-5.517155e-06,5.921349e-06,0.018782556,0.01577115,-1.14664435e-05,0.0014313608,0.0044561774,0.003850326,0.009001613,4.4852495e-05,0.004721254,0.009279311,0.017524898,0.0032018423,0.012239188,2.1141022e-07,0.0029368699,0.017843336,0.0022663176,0.000510402,5.2154064e-08,1.9978732e-05,0.0038783848,-2.6762486e-05,0.00042695552,0.00076007843,5.00679e-06,6.3315034e-05,-6.2864274e-07,0.006588191,2.3774803e-05,0.026854962,0.011830986,0.01312086,0.012232453,-2.5387853e-06,0.0052366406,0.0029072016,-7.841736e-07,3.3043325e-06,0.008096904,-3.5390258e-08,0.0049215257,0.021235913,0.00023781508,8.627772e-05,-3.1478703e-06,0.00046099722,0.004342541,-2.3450702e-06,0.0031036586,4.414469e-07,2.6058406e-05,-1.9855797e-05,-5.820766e-09,0.012871534,0.0061576664,-1.007691e-05,2.0954758e-08,3.878027e-06,0.011865377,0.009142309,0.010778487,-1.6242266e-06,0.026119173,1.5776604e-06,0.002820447,0.00050097704,0.0053634048,-2.6192516e-05,0.0053100735,0.015561461,0.0034394711,4.546717e-06,0.027836442,0.017422229,0.0085841715,0.013263911,7.8905374e-05,0.004671335,0.014411211,0.0056235194,0.0137012005,0.005513966,0.034010828,0.0004950091,0.00071665645,-3.1106174e-06,-5.122274e-09,0.018200517,-3.6325306e-05,0.0007788539,0.01791501,0.0008740127,0.0002110228,-1.1667609e-05,0.014284223,0.009633422,-7.683411e-09,1.7888844e-05,0.0013994575,0.021501094,-2.597645e-05,2.3748726e-08,1.681596e-05,0.0036362559,0.013948113,-7.547438e-06,0.030928046,0.011055082,4.5463443e-05,0.020024776,0.020968825,0.011547059,0.022737712,0.000118397176,0.0001257062,0.021312088,-2.9094517e-06,0.01147449,-2.354756e-05,0.00014840066,0.005316481,0.003193438,0.0113684535,0.0058068633,0.0017159134,5.54882e-06,3.9394945e-07,4.0065497e-06,3.8929284e-07,0.010908484,7.190928e-05
A.362,0.012544811,0.0035672039,0.0010183901,0.0015724152,0.008818865,-1.3411045e-06,0.015704751,0.004373461,4.55603e-05,6.629154e-05,4.65326e-05,4.053116e-06,0.0043610036,0.008068085,5.4202974e-07,0.004246652,0.001975298,0.0024308711,0.027026296,0.010947883,0.020696402,-7.6871365e-06,1.8782914e-05,9.918213e-05,0.0051143914,-1.010485e-07,0.018664867,8.776784e-05,3.259629e-09,0.0015814304,0.007510394,0.01893717,0.00064241886,0.015239894,0.014127433,-5.517155e-06,5.921349e-06,0.018782556,0.015794337,-1.14664435e-05,0.0014313608,0.0044561774,0.003803134,0.009001613,3.0517578e-05,0.004797742,0.009302676,0.018479556,0.0032018423,0.012239188,2.1141022e-07,0.0029368699,0.017847627,0.0013834685,0.000480406,6.426126e-08,1.1313707e-05,0.0038783848,-2.6762486e-05,0.00024241209,0.00076007843,1.7415732e-07,6.3315034e-05,-6.2864274e-07,0.006588191,2.418831e-05,0.02183047,0.011592895,0.013107985,0.012089014,-2.5387853e-06,0.0052366406,0.0029072016,-7.841736e-07,3.3043325e-06,0.008096904,-3.5390258e-08,0.0049215257,0.021235913,3.258884e-05,8.627772e-05,-3.1478703e-06,0.00046099722,0.004342541,-2.3450702e-06,0.0031036586,4.414469e-07,2.6058406e-05,-1.9855797e-05,-5.820766e-09,0.012871534,0.0061576664,-1.007691e-05,2.0954758e-08,3.878027e-06,0.011865377,0.009142309,0.010778487,-1.6242266e-06,0.026119173,1.5776604e-06,0.002820447,0.00050097704,0.0043311864,-2.6192516e-05,0.0053100735,0.015561461,0.0034394711,4.546717e-06,0.022702664,0.017422229,0.0086021125,0.013204098,5.702302e-05,0.004671335,0.013161093,0.0060144365,0.011550158,0.0050800145,0.034419388,0.0004950091,9.4778836e-05,-3.1106174e-06,-5.122274e-09,0.018200517,-3.6325306e-05,0.00030184537,0.01791501,0.0008804798,0.00023902953,-1.1667609e-05,0.014373958,0.009633422,-7.683411e-09,3.6153942e-05,0.0013994575,0.022150844,-2.597645e-05,2.3748726e-08,1.681596e-05,0.0036362559,0.013886243,-7.547438e-06,0.030928046,0.011002541,3.9491802e-05,0.020024776,0.020968825,0.011547059,0.02597636,0.000118397176,0.0001590699,0.021203369,-2.9094517e-06,0.011470467,-2.354756e-05,0.00014867634,0.0055760145,0.003193438,0.0113684535,0.0057462156,0.0026854724,5.54882e-06,3.920868e-07,5.116686e-06,5.1409006e-07,0.010908484,7.241592e-05
